            506	  0.685
            507	  0.677
            508	  0.685
            509	  0.685
            510	  0.669
            511	  0.669
            512	  0.646
            513	  0.638
            514	  0.623
            515	  0.615
            516	  0.600
            517	  0.585
            518	  0.562
            519	  0.562
            520	  0.554
            521	  0.546
            522	  0.538
            523	  0.523
            524	  0.500
            525	  0.500
            526	  0.508
            527	  0.492
            528	  0.485
            529	  0.477
            530	  0.477
            531	  0.477
            532	  0.469
            533	  0.477
            534	  0.469
            535	  0.454
            536	  0.454
            537	  0.446
            538	  0.438
            539	  0.431
            540	  0.423
            541	  0.415
            542	  0.385
            543	  0.354
            544	  0.346
            545	  0.331
            546	  0.292
            547	  0.269
            548	  0.262
            549	  0.254
            550	  0.238
            551	  0.231
            552	  0.215
            553	  0.185
            554	  0.169
            555	  0.146
            556	  0.146
            557	  0.146
            558	  0.146
            559	  0.138
            560	  0.138
            561	  0.123
            562	  0.131
            563	  0.123
            564	  0.123
            565	  0.115
            566	  0.115
            567	  0.108
            568	  0.100
            569	  0.100
            570	  0.100
            571	  0.092
            572	  0.092
            573	  0.092
            574	  0.085
            575	  0.077
            576	  0.069
            577	  0.077
            578	  0.077
            579	  0.069
            580	  0.069
            581	  0.062
            582	  0.054
            583	  0.054
            584	  0.054
            585	  0.038
            586	  0.038
            587	  0.038
            588	  0.031
            589	  0.038
            590	  0.038
            591	  0.023
            592	  0.023
            593	  0.031
            594	  0.031
            595	  0.008
            596	  0.008
            597	  0.023
            598	  0.031
            599	  0.015
            600	  0.008
            601	  0.008
            602	  0.008
            603	  0.000
            604	  0.008
            605	  0.008
            606	  0.008
            607	  0.000
            608	 -0.008
            609	 -0.008
            610	 -0.015
            611	 -0.008
            612	 -0.008
            613	 -0.015
            614	 -0.015
            615	 -0.023
            616	 -0.023
            617	 -0.023
            618	 -0.023
            619	 -0.023
            620	 -0.038
            621	 -0.031
            622	 -0.023
            623	 -0.031
            624	 -0.031
            625	 -0.031
            626	 -0.046
            627	 -0.038
            628	 -0.038
            629	 -0.038
            630	 -0.038
            631	 -0.046
            632	 -0.046
            633	 -0.054
            634	 -0.054
            635	 -0.054
            636	 -0.062
            637	 -0.069
            638	 -0.062
            639	 -0.054
            640	 -0.054
            641	 -0.062
            642	 -0.062
            643	 -0.069
            644	 -0.077
            645	 -0.069
            646	 -0.069
            647	 -0.069
            648	 -0.069
            649	 -0.077
            650	 -0.069
            651	 -0.069
            652	 -0.069
            653	 -0.069
            654	 -0.077
            655	 -0.077
            656	 -0.077
            657	 -0.069
            658	 -0.062
            659	 -0.062
            660	 -0.054
            661	 -0.062
            662	 -0.062
            663	 -0.062
            664	 -0.054
            665	 -0.054
            666	 -0.054
            667	 -0.054
            668	 -0.054
            669	 -0.054
            670	 -0.038
            671	 -0.038
            672	 -0.046
            673	 -0.031
            674	 -0.038
            675	 -0.031
            676	 -0.023
            677	 -0.015
            678	 -0.015
            679	 -0.015
            680	  0.000
            681	  0.008
            682	  0.008
            683	  0.015
            684	  0.023
            685	  0.015
            686	  0.015
            687	  0.008
            688	  0.031
            689	  0.015
            690	  0.023
            691	  0.023
            692	  0.038
            693	  0.038
            694	  0.031
            695	  0.031
            696	  0.031
            697	  0.054
            698	  0.046
            699	  0.038
            700	  0.054
            701	  0.069
            702	  0.077
            703	  0.069
            704	  0.077
            705	  0.077
            706	  0.092
            707	  0.108
            708	  0.100
            709	  0.108
            710	  0.108
            711	  0.108
            712	  0.115
            713	  0.138
            714	  0.146
            715	  0.146
            716	  0.146
            717	  0.146
            718	  0.177
            719	  0.177
            720	  0.192
            721	  0.192
            722	  0.192
            723	  0.177
            724	  0.177
            725	  0.185
            726	  0.177
            727	  0.177
            728	  0.177
            729	  0.177
            730	  0.177
            731	  0.185
            732	  0.169
            733	  0.169
            734	  0.177
            735	  0.169
            736	  0.169
            737	  0.169
            738	  0.162
            739	  0.169
            740	  0.154
            741	  0.154
            742	  0.162
            743	  0.177
            744	  0.169
            745	  0.177
            746	  0.185
            747	  0.177
            748	  0.177
            749	  0.192
            750	  0.192
            751	  0.192
            752	  0.177
            753	  0.169
            754	  0.177
            755	  0.185
            756	  0.185
            757	  0.185
            758	  0.177
            759	  0.185
            760	  0.185
            761	  0.185
            762	  0.185
            763	  0.177
            764	  0.177
            765	  0.177
            766	  0.185
            767	  0.192
            768	  0.200
            769	  0.208
            770	  0.200
            771	  0.200
            772	  0.208
            773	  0.200
            774	  0.200
            775	  0.208
            776	  0.192
            777	  0.185
            778	  0.200
            779	  0.200
            780	  0.192
            781	  0.192
            782	  0.192
            783	  0.192
            784	  0.208
            785	  0.215
            786	  0.200
            787	  0.200
            788	  0.200
            789	  0.185
            790	  0.200
            791	  0.215
            792	  0.208
            793	  0.192
            794	  0.200
            795	  0.200
            796	  0.200
            797	  0.192
            798	  0.200
            799	  0.192
            800	  0.177
            801	  0.162
            802	  0.146
            803	  0.123
            804	  0.131
            805	  0.108
            806	  0.100
            807	  0.092
            808	  0.062
            809	  0.031
            810	  0.008
            811	  0.008
            812	 -0.015
            813	 -0.038
            814	 -0.054
            815	 -0.069
            816	 -0.085
            817	 -0.115
            818	 -0.131
            819	 -0.138
            820	 -0.169
            821	 -0.185
            822	 -0.192
            823	 -0.231
            824	 -0.254
            825	 -0.262
            826	 -0.285
            827	 -0.308
            828	 -0.323
            829	 -0.331
            830	 -0.331
            831	 -0.308
            832	 -0.308
            833	 -0.308
            834	 -0.300
            835	 -0.300
            836	 -0.300
            837	 -0.292
            838	 -0.277
            839	 -0.285
            840	 -0.277
            841	 -0.269
            842	 -0.269
            843	 -0.269
            844	 -0.269
            845	 -0.277
            846	 -0.277
            847	 -0.269
            848	 -0.285
            849	 -0.285
            850	 -0.269
            851	 -0.262
            852	 -0.262
            853	 -0.246
            854	 -0.246
            855	 -0.231
            856	 -0.223
            857	 -0.215
            858	 -0.223
            859	 -0.215
            860	 -0.215
            861	 -0.215
            862	 -0.215
            863	 -0.231
            864	 -0.223
            865	 -0.215
            866	 -0.215
            867	 -0.215
            868	 -0.208
            869	 -0.192
            870	 -0.192
            871	 -0.192
            872	 -0.177
            873	 -0.154
            874	 -0.108
            875	 -0.085
            876	 -0.062
            877	 -0.023
            878	  0.000
            879	  0.008
            880	  0.015
            881	  0.023
            882	  0.031
            883	  0.046
            884	  0.062
            885	  0.062
            886	  0.077
            887	  0.108
            888	  0.123
            889	  0.131
            890	  0.154
            891	  0.177
            892	  0.192
            893	  0.215
            894	  0.215
            895	  0.215
            896	  0.231
            897	  0.246
            898	  0.254
            899	  0.262
            900	  0.277
            901	  0.269
            902	  0.262
            903	  0.262
            904	  0.254
            905	  0.254
            906	  0.262
            907	  0.262
            908	  0.246
            909	  0.254
            910	  0.269
            911	  0.269
            912	  0.262
            913	  0.262
            914	  0.262
            915	  0.269
            916	  0.285
            917	  0.285
            918	  0.277
            919	  0.277
            920	  0.269
            921	  0.269
            922	  0.277
            923	  0.277
            924	  0.292
            925	  0.300
            926	  0.300
            927	  0.285
            928	  0.285
            929	  0.308
            930	  0.308
            931	  0.315
            932	  0.331
            933	  0.338
            934	  0.346
            935	  0.354
            936	  0.369
            937	  0.377
            938	  0.385
            939	  0.392
            940	  0.400
            941	  0.408
            942	  0.415
            943	  0.431
            944	  0.431
            945	  0.423
            946	  0.431
            947	  0.431
            948	  0.423
            949	  0.423
            950	  0.431
            951	  0.423
            952	  0.438
            953	  0.446
            954	  0.454
            955	  0.454
            956	  0.454
            957	  0.469
            958	  0.492
            959	  0.492
            960	  0.477
            961	  0.485
            962	  0.500
            963	  0.500
            964	  0.485
            965	  0.492
            966	  0.492
            967	  0.492
            968	  0.485
            969	  0.485
            970	  0.492
            971	  0.492
            972	  0.485
            973	  0.477
            974	  0.485
            975	  0.485
            976	  0.477
            977	  0.477
            978	  0.485
            979	  0.492
            980	  0.477
            981	  0.477
            982	  0.492
            983	  0.500
            984	  0.492
            985	  0.500
            986	  0.500
            987	  0.508
            988	  0.523
            989	  0.508
            990	  0.500
            991	  0.500
            992	  0.492
            993	  0.492
            994	  0.500
            995	  0.492
            996	  0.500
            997	  0.477
            998	  0.477
            999	  0.477
           1000	  0.477
           1001	  0.477
           1002	  0.477
           1003	  0.477
           1004	  0.477
           1005	  0.485
           1006	  0.485
           1007	  0.469
           1008	  0.469
           1009	  0.462
           1010	  0.454
           1011	  0.446
           1012	  0.438
           1013	  0.415
           1014	  0.423
           1015	  0.431
           1016	  0.408
           1017	  0.400
           1018	  0.400
           1019	  0.408
           1020	  0.385
           1021	  0.385
           1022	  0.385
           1023	  0.369
           1024	  0.362
           1025	  0.369
           1026	  0.369
           1027	  0.338
           1028	  0.346
           1029	  0.354
           1030	  0.346
           1031	  0.323
           1032	  0.346
           1033	  0.346
           1034	  0.331
           1035	  0.331
           1036	  0.338
           1037	  0.331
           1038	  0.315
           1039	  0.308
           1040	  0.308
           1041	  0.308
           1042	  0.315
           1043	  0.308
           1044	  0.300
           1045	  0.300
           1046	  0.292
           1047	  0.300
           1048	  0.292
           1049	  0.285
           1050	  0.277
           1051	  0.277
           1052	  0.269
           1053	  0.262
           1054	  0.269
           1055	  0.269
           1056	  0.262
           1057	  0.254
           1058	  0.254
           1059	  0.262
           1060	  0.254
           1061	  0.254
           1062	  0.246
           1063	  0.246
           1064	  0.238
           1065	  0.231
           1066	  0.238
           1067	  0.238
           1068	  0.246
           1069	  0.254
           1070	  0.238
           1071	  0.238
           1072	  0.238
           1073	  0.238
           1074	  0.238
           1075	  0.254
           1076	  0.246
           1077	  0.238
           1078	  0.238
           1079	  0.254
           1080	  0.246
           1081	  0.238
           1082	  0.246
           1083	  0.238
           1084	  0.238
           1085	  0.254
           1086	  0.246
           1087	  0.238
           1088	  0.238
           1089	  0.246
           1090	  0.238
           1091	  0.238
           1092	  0.246
           1093	  0.246
           1094	  0.238
           1095	  0.246
           1096	  0.246
           1097	  0.254
           1098	  0.254
           1099	  0.231
           1100	  0.238
           1101	  0.262
           1102	  0.246
           1103	  0.238
           1104	  0.246
           1105	  0.254
           1106	  0.231
           1107	  0.231
           1108	  0.246
           1109	  0.238
           1110	  0.238
           1111	  0.238
           1112	  0.223
           1113	  0.231
           1114	  0.246
           1115	  0.238
           1116	  0.238
           1117	  0.238
           1118	  0.238
           1119	  0.238
           1120	  0.246
           1121	  0.246
           1122	  0.238
           1123	  0.246
           1124	  0.238
           1125	  0.223
           1126	  0.223
           1127	  0.231
           1128	  0.231
           1129	  0.238
           1130	  0.231
           1131	  0.231
           1132	  0.238
           1133	  0.238
           1134	  0.238
           1135	  0.238
           1136	  0.246
           1137	  0.246
           1138	  0.238
           1139	  0.246
           1140	  0.254
           1141	  0.238
           1142	  0.246
           1143	  0.254
           1144	  0.254
           1145	  0.246
           1146	  0.246
           1147	  0.238
           1148	  0.223
           1149	  0.231
           1150	  0.246
           1151	  0.238
           1152	  0.231
           1153	  0.231
           1154	  0.238
           1155	  0.246
           1156	  0.254
           1157	  0.254
           1158	  0.246
           1159	  0.262
           1160	  0.262
           1161	  0.238
           1162	  0.246
           1163	  0.254
           1164	  0.238
           1165	  0.231
           1166	  0.231
           1167	  0.231
           1168	  0.231
           1169	  0.238
           1170	  0.238
           1171	  0.231
           1172	  0.231
           1173	  0.238
           1174	  0.238
           1175	  0.231
           1176	  0.238
           1177	  0.231
           1178	  0.223
           1179	  0.231
           1180	  0.238
           1181	  0.231
           1182	  0.223
           1183	  0.215
           1184	  0.223
           1185	  0.231
           1186	  0.238
           1187	  0.238
           1188	  0.238
           1189	  0.223
           1190	  0.231
           1191	  0.238
           1192	  0.238
           1193	  0.231
           1194	  0.231
           1195	  0.231
           1196	  0.223
           1197	  0.215
           1198	  0.223
           1199	  0.223
           1200	  0.215
           1201	  0.231
           1202	  0.223
           1203	  0.223
           1204	  0.231
           1205	  0.223
           1206	  0.231
           1207	  0.223
           1208	  0.223
           1209	  0.231
           1210	  0.238
           1211	  0.231
           1212	  0.223
           1213	  0.231
           1214	  0.231
           1215	  0.223
           1216	  0.223
           1217	  0.223
           1218	  0.223
           1219	  0.223
           1220	  0.215
           1221	  0.215
           1222	  0.231
           1223	  0.231
           1224	  0.215
           1225	  0.223
           1226	  0.223
           1227	  0.208
           1228	  0.223
           1229	  0.215
           1230	  0.200
           1231	  0.215
           1232	  0.215
           1233	  0.208
           1234	  0.208
           1235	  0.215
           1236	  0.215
           1237	  0.208
           1238	  0.208
           1239	  0.208
           1240	  0.208
           1241	  0.215
           1242	  0.208
           1243	  0.208
           1244	  0.215
           1245	  0.208
           1246	  0.215
           1247	  0.215
           1248	  0.215
           1249	  0.208
           1250	  0.208
           1251	  0.223
           1252	  0.223
           1253	  0.215
           1254	  0.215
           1255	  0.208
           1256	  0.208
           1257	  0.208
           1258	  0.200
           1259	  0.208
           1260	  0.208
           1261	  0.200
           1262	  0.208
           1263	  0.208
           1264	  0.215
           1265	  0.215
           1266	  0.215
           1267	  0.208
           1268	  0.215
           1269	  0.215
           1270	  0.215
           1271	  0.223
           1272	  0.231
           1273	  0.223
           1274	  0.223
           1275	  0.231
           1276	  0.223
           1277	  0.231
           1278	  0.231
           1279	  0.223
           1280	  0.215
           1281	  0.208
           1282	  0.215
           1283	  0.215
           1284	  0.208
           1285	  0.215
           1286	  0.208
           1287	  0.208
           1288	  0.215
           1289	  0.215
           1290	  0.215
           1291	  0.208
           1292	  0.208
           1293	  0.208
           1294	  0.215
           1295	  0.215
           1296	  0.215
           1297	  0.215
           1298	  0.215
           1299	  0.215
           1300	  0.223
           1301	  0.215
           1302	  0.215
           1303	  0.208
           1304	  0.208
           1305	  0.223
           1306	  0.231
           1307	  0.223
           1308	  0.223
           1309	  0.223
           1310	  0.223
           1311	  0.231
           1312	  0.231
           1313	  0.223
           1314	  0.208
           1315	  0.215
           1316	  0.208
           1317	  0.200
           1318	  0.200
           1319	  0.200
           1320	  0.200
           1321	  0.208
           1322	  0.208
           1323	  0.192
           1324	  0.215
           1325	  0.223
           1326	  0.208
           1327	  0.208
           1328	  0.215
           1329	  0.208
           1330	  0.208
           1331	  0.208
           1332	  0.185
           1333	  0.185
           1334	  0.192
           1335	  0.192
           1336	  0.185
           1337	  0.185
           1338	  0.200
           1339	  0.185
           1340	  0.185
           1341	  0.185
           1342	  0.185
           1343	  0.192
           1344	  0.185
           1345	  0.177
           1346	  0.177
           1347	  0.192
           1348	  0.185
           1349	  0.185
           1350	  0.185
           1351	  0.185
           1352	  0.192
           1353	  0.192
           1354	  0.200
           1355	  0.192
           1356	  0.192
           1357	  0.200
           1358	  0.192
           1359	  0.192
           1360	  0.208
           1361	  0.200
           1362	  0.192
           1363	  0.192
           1364	  0.200
           1365	  0.200
           1366	  0.200
           1367	  0.200
           1368	  0.192
           1369	  0.200
           1370	  0.208
           1371	  0.200
           1372	  0.200
           1373	  0.215
           1374	  0.200
           1375	  0.192
           1376	  0.208
           1377	  0.208
           1378	  0.200
           1379	  0.192
           1380	  0.192
           1381	  0.192
           1382	  0.192
           1383	  0.200
           1384	  0.200
           1385	  0.208
           1386	  0.208
           1387	  0.208
           1388	  0.215
           1389	  0.223
           1390	  0.223
           1391	  0.223
           1392	  0.215
           1393	  0.223
           1394	  0.208
           1395	  0.208
           1396	  0.208
           1397	  0.215
           1398	  0.215
           1399	  0.208
           1400	  0.208
           1401	  0.208
           1402	  0.223
           1403	  0.215
           1404	  0.215
           1405	  0.215
           1406	  0.215
           1407	  0.200
           1408	  0.215
           1409	  0.215
           1410	  0.215
           1411	  0.208
           1412	  0.215
           1413	  0.200
           1414	  0.208
           1415	  0.208
           1416	  0.215
           1417	  0.208
           1418	  0.208
           1419	  0.215
           1420	  0.215
           1421	  0.208
           1422	  0.208
           1423	  0.208
           1424	  0.208
           1425	  0.208
           1426	  0.208
           1427	  0.215
           1428	  0.215
           1429	  0.215
           1430	  0.208
           1431	  0.215
           1432	  0.223
           1433	  0.215
           1434	  0.208
           1435	  0.208
           1436	  0.208
           1437	  0.200
           1438	  0.208
           1439	  0.223
           1440	  0.231
           1441	  0.262
           1442	  0.254
           1443	  0.262
           1444	  0.277
           1445	  0.277
           1446	  0.292
           1447	  0.292
           1448	  0.300
           1449	  0.315
           1450	  0.308
           1451	  0.323
           1452	  0.323
           1453	  0.315
           1454	  0.331
           1455	  0.338
           1456	  0.331
           1457	  0.308
           1458	  0.315
           1459	  0.323
           1460	  0.315
           1461	  0.308
           1462	  0.308
           1463	  0.292
           1464	  0.300
           1465	  0.300
           1466	  0.277
           1467	  0.269
           1468	  0.262
           1469	  0.254
           1470	  0.246
           1471	  0.246
           1472	  0.238
           1473	  0.231
           1474	  0.231
           1475	  0.231
           1476	  0.223
           1477	  0.223
           1478	  0.215
           1479	  0.215
           1480	  0.208
           1481	  0.215
           1482	  0.208
           1483	  0.200
           1484	  0.200
           1485	  0.208
           1486	  0.208
           1487	  0.208
           1488	  0.192
           1489	  0.192
           1490	  0.200
           1491	  0.208
           1492	  0.200
           1493	  0.200
           1494	  0.200
           1495	  0.192
           1496	  0.192
           1497	  0.192
           1498	  0.185
           1499	  0.185
           1500	  0.185
           1501	  0.177
           1502	  0.177
           1503	  0.177
           1504	  0.177
           1505	  0.177
           1506	  0.177
           1507	  0.162
           1508	  0.154
           1509	  0.162
           1510	  0.154
           1511	  0.154
           1512	  0.154
           1513	  0.146
           1514	  0.146
           1515	  0.154
           1516	  0.154
           1517	  0.146
           1518	  0.131
           1519	  0.138
           1520	  0.138
           1521	  0.131
           1522	  0.131
           1523	  0.131
           1524	  0.131
           1525	  0.131
           1526	  0.131
           1527	  0.131
           1528	  0.123
           1529	  0.123
           1530	  0.108
           1531	  0.092
           1532	  0.100
           1533	  0.100
           1534	  0.123
           1535	  0.131
           1536	  0.146
           1537	  0.169
           1538	  0.185
           1539	  0.192
           1540	  0.208
           1541	  0.208
           1542	  0.208
           1543	  0.215
           1544	  0.215
           1545	  0.231
           1546	  0.238
           1547	  0.254
           1548	  0.262
           1549	  0.285
           1550	  0.331
           1551	  0.346
           1552	  0.377
           1553	  0.408
           1554	  0.408
           1555	  0.423
           1556	  0.408
           1557	  0.392
           1558	  0.369
           1559	  0.369
           1560	  0.354
           1561	  0.331
           1562	  0.338
           1563	  0.338
           1564	  0.308
           1565	  0.300
           1566	  0.308
           1567	  0.285
           1568	  0.277
           1569	  0.285
           1570	  0.277
           1571	  0.254
           1572	  0.254
           1573	  0.246
           1574	  0.246
           1575	  0.238
           1576	  0.238
           1577	  0.231
           1578	  0.223
           1579	  0.208
           1580	  0.192
           1581	  0.192
           1582	  0.185
           1583	  0.185
           1584	  0.177
           1585	  0.169
           1586	  0.162
           1587	  0.162
           1588	  0.169
           1589	  0.162
           1590	  0.162
           1591	  0.154
           1592	  0.162
           1593	  0.169
           1594	  0.169
           1595	  0.162
           1596	  0.154
           1597	  0.154
           1598	  0.146
           1599	  0.146
           1600	  0.154
           1601	  0.146
           1602	  0.138
           1603	  0.138
           1604	  0.115
           1605	  0.115
           1606	  0.131
           1607	  0.131
           1608	  0.115
           1609	  0.108
           1610	  0.115
           1611	  0.123
           1612	  0.123
           1613	  0.123
           1614	  0.115
           1615	  0.115
           1616	  0.115
           1617	  0.115
           1618	  0.115
           1619	  0.108
           1620	  0.100
           1621	  0.108
           1622	  0.108
           1623	  0.115
           1624	  0.115
           1625	  0.115
           1626	  0.115
           1627	  0.108
           1628	  0.108
           1629	  0.100
           1630	  0.092
           1631	  0.100
           1632	  0.100
           1633	  0.092
           1634	  0.085
           1635	  0.092
           1636	  0.092
           1637	  0.092
           1638	  0.100
           1639	  0.092
           1640	  0.092
           1641	  0.100
           1642	  0.100
           1643	  0.092
           1644	  0.092
           1645	  0.092
           1646	  0.108
           1647	  0.123
           1648	  0.100
           1649	  0.100
           1650	  0.100
